"Country","Powerplant Name","Capacity (MW)","Latitude","Longitude","Primary Fuel"
"United States of America","Longboat Solar  LLC",20,34.541,-117.061,"Solar"
"United States of America","Longview Solar",13.6,38.3947,-75.6727,"Solar"
"United States of America","Longwood Gardens",1.3,39.8667,-75.6678,"Solar"
"United States of America","Los Angeles Harbor College",1.2,33.7831,-118.2849,"Solar"
"United States of America","Los Lunas Solar Energy Center",7,34.8331,-106.7724,"Solar"
"United States of America","Lost Hills/Blackwell",32,35.62,-119.85,"Solar"
"United States of America","Lowell Solar Landfill",1.3,42.6265,-71.3579,"Solar"
"United States of America","Lower Cape May HS",1.5,38.9767,-74.9065,"Solar"
"United States of America","Ludlow Landfill",2.6,42.1822,-72.5075,"Solar"
"United States of America","Luning Energy",50,38.5469,-118.1916,"Solar"
"United States of America","Lux Solar  LLC",2,35.2411,-81.4294,"Solar"
"United States of America","M. G. Emmett J. Bean Federal Center",2,39.8531,-86.0144,"Solar"
"United States of America","MC1 Solar",5,35.8748,-77.1397,"Solar"
"United States of America","MCCo Solar Generating Facility",1,41.5164,-81.5972,"Solar"
"United States of America","MDFA Devens-Saratoga",2.5,42.5441,-71.5988,"Solar"
"United States of America","MEBA",1.5,38.7729,-76.1389,"Solar"
"United States of America","MF Mesa Lane LLC",3,40.1483,-74.7772,"Solar"
"United States of America","MILL SOLAR 1",1.4,35.575,-80.821,"Solar"
"United States of America","Ma",1.5,34.6953,-118.0625,"Solar"
"United States of America","Macho Springs",52.2,32.57,-107.48,"Solar"
"United States of America","Maclay Solar Project",2.2,34.3197,-118.4308,"Solar"
"United States of America","Macon Solar Power Project",2.8,39.76,-92.46,"Solar"
"United States of America","Macys Goodyear",3.5,33.4091,-112.4146,"Solar"
"United States of America","Madelyn Solar  LLC",1,34.7683,-117.3236,"Solar"
"United States of America","Madera 1 PV",1.5,37.0565,-120.167,"Solar"
"United States of America","Madera Community Hospital",1,36.9411,-120.0467,"Solar"
"United States of America","Madison County",1.8,43.0283,-75.701,"Solar"
"United States of America","Magpie Solar  LLC",3,46.2914,-108.9379,"Solar"
"United States of America","Main Street Solar Project",1.5,43.6264,-72.9756,"Solar"
"United States of America","Manalapan Village Solar",3.5,40.2567,-74.3497,"Solar"
"United States of America","Manatee Solar Energy Center",74.5,27.6075,-82.3553,"Solar"
"United States of America","Manteca Land PV",1,37.8401,-121.2162,"Solar"
"United States of America","Manway Solar Farm",5,34.7458,-78.4294,"Solar"
"United States of America","Manzano Solar",8.4,34.7467,-106.6544,"Solar"
"United States of America","Maple Solar",2.4,39.4875,-74.9808,"Solar"
"United States of America","Mapleton Community Solar",3,43.9289,-93.9561,"Solar"
"United States of America","Mariani Packing Vacaville Solar",1,38.4001,-121.9637,"Solar"
"United States of America","Maricopa West Solar PV  LLC",20,35.1153,-119.3178,"Solar"
"United States of America","Marietta",3,33.9432,-97.1086,"Solar"
"United States of America","Marin Clean Energy Solar One",10.5,37.9453,-122.3772,"Solar"
"United States of America","Marion Solar LNG",1.5,39.9131,-86.2381,"Solar"
"United States of America","Mariposa Solar Center LLC",5,35.3739,-81.0869,"Solar"
"United States of America","Market Farm",4.9,36.3903,-79.6472,"Solar"
"United States of America","Marlboro Mushrooms Solar Field",1,39.8828,-75.8294,"Solar"
"United States of America","Marlin Solar",5.3,31.2867,-96.8772,"Solar"
"United States of America","Marshall Solar Energy Project",62.3,44.4753,-95.669,"Solar"
"United States of America","Marshall Solar Farm (MO)",2.8,39.0948,-93.2104,"Solar"
"United States of America","Marshfield PV",3,42.1117,-70.7094,"Solar"
"United States of America","Marshville Farm",5,34.9889,-80.3836,"Solar"
"United States of America","Martin Creek Farm LLC",3,36.2864,-78.3861,"Solar"
"United States of America","Martin Limestone Solar Array",1,40.1078,-76.0617,"Solar"
"United States of America","Martin Solar Center",5,37.8805,-78.0492,"Solar"
"United States of America","Martins Creek Solar NC  LLC",1,35.0204,-84.0157,"Solar"
"United States of America","Maryland Solar",27,39.5631,-77.7203,"Solar"
"United States of America","Mashpee Landfill Solar",1.5,41.63,-70.4779,"Solar"
"United States of America","Mass Midstate Solar 1",5,42.2197,-71.8783,"Solar"
"United States of America","Mass Midstate Solar 2",5,42.1704,-72.2001,"Solar"
"United States of America","Mass Midstate Solar 3",4,42.2197,-71.8786,"Solar"
"United States of America","Masser Farms Realty Solar",1,40.6406,-76.6054,"Solar"
"United States of America","Matrix Buildings A&B (Perth Amboy) Solar",2.5,40.5344,-74.27,"Solar"
"United States of America","Matrix Stults Road Solar Facility",2.6,40.3622,-74.4797,"Solar"
"United States of America","Maxton Solar  LLC",4.9,34.7147,-79.3146,"Solar"
"United States of America","Mayberry Solar LLC",1.2,36.4767,-80.6011,"Solar"
"United States of America","Maynard PV",1,42.4283,-71.4356,"Solar"
"United States of America","Maywood Photovoltaic Project",8,39.7439,-86.2181,"Solar"
"United States of America","McCallum Farm",5,34.5439,-79.3,"Solar"
"United States of America","McCormick & Co. Inc. at Belcamp",1.4,39.4836,-76.2292,"Solar"
"United States of America","McCoy Solar Energy Project",270.6,33.6947,-114.7397,"Solar"
"United States of America","McDonald Solar Farm  LLC",5.2,39.5946,-87.474,"Solar"
"United States of America","McGoogan Farm  LLC",5,34.8887,-79.0627,"Solar"
"United States of America","McGraw Hill Solar",12,40.2797,-74.5564,"Solar"
"United States of America","McKee City Solar Phase 2",2.4,39.4219,-74.6392,"Solar"
"United States of America","McKenzie Farm",5,34.3239,-78.6919,"Solar"
"United States of America","Meadow Lake Solar Energy Center",9.1,34.81,-106.52,"Solar"
"United States of America","Meadow Solar",3,42.2301,-71.1333,"Solar"
"United States of America","Meadowbrook Solar Farm",5,35.5554,-80.3859,"Solar"
"United States of America","Meadows PV 1",20,35.8369,-77.1269,"Solar"
"United States of America","Medford DPC Solar",2,45.163,-90.3729,"Solar"
"United States of America","Medford WWTP",1.3,39.9222,-74.8067,"Solar"
"United States of America","Melinda Solar",5,36.2487,-78.3475,"Solar"
"United States of America","Merced Solar LLC",1.5,37.2678,-120.4844,"Solar"
"United States of America","Mercer County Community College",7.5,40.2558,-74.6453,"Solar"
"United States of America","Mercer Mall",1.1,40.2906,-74.6819,"Solar"
"United States of America","Merck",2.1,38.3832,-78.6437,"Solar"
"United States of America","Merck - Upper Gwynedd Solar Array",1.5,40.2154,-75.2831,"Solar"
"United States of America","Meridian Vineyards",1.1,35.6703,-120.5669,"Solar"
"United States of America","Meriwether Farm",5,36.2889,-78.6046,"Solar"
"United States of America","Merrimac Solar",1.5,42.8331,-70.9919,"Solar"
"United States of America","Mesa PV1",1.6,39.0672,-108.5091,"Solar"
"United States of America","Mesquite Solar 1",170,33.3418,-112.904,"Solar"
"United States of America","Mesquite Solar 2  LLC",100,33.3328,-112.9114,"Solar"
"United States of America","Mesquite Solar 3  LLC",150,33.3476,-112.9368,"Solar"
"United States of America","Methuen Landfill",1.3,42.7447,-71.175,"Solar"
"United States of America","Metro Support Services Center Solar",1.2,34.0578,-118.2297,"Solar"
"United States of America","Michael Solar",3,45.6675,-94.7083,"Solar"
"United States of America","Middle Daisy",5,32.9786,-103.3713,"Solar"
"United States of America","Middlebury Solar",1.5,41.6972,-85.6875,"Solar"
"United States of America","Middlesex Apple Orchard Solar",4.7,40.4264,-74.4922,"Solar"
"United States of America","Midway Solar Farm II",30,33.1621,-115.5317,"Solar"
"United States of America","Midwest Energy Community Solar Array",1,39.4069,-101.0394,"Solar"
"United States of America","Mile Farm",5,36.2306,-78.9496,"Solar"
"United States of America","Milford 2",3,38.3882,-112.9908,"Solar"
"United States of America","Milford Flat Solar Plant",3,38.2914,-113.0083,"Solar"
"United States of America","Milford Solar Farm",11.8,38.9231,-75.4533,"Solar"
"United States of America","Mill Creek Solar",3.5,40.0314,-74.8247,"Solar"
"United States of America","Mill Creek Solar (OR)",2.2,45.1696,-123.1363,"Solar"
"United States of America","Mill Pond Solar Farm  LLC",5,34.3071,-78.7015,"Solar"
"United States of America","Millbrook School",1.4,41.8458,-73.6195,"Solar"
"United States of America","Millbury Solar",3,42.1647,-71.795,"Solar"
"United States of America","Millikan Farm",5,35.8177,-79.7711,"Solar"
"United States of America","Mills Anson Farm",5,34.9681,-79.9358,"Solar"
"United States of America","Millville City Sewer Auth WTP",1.3,39.3764,-75.0331,"Solar"
"United States of America","Milo Solar",3,36.1489,-79.3489,"Solar"
"United States of America","Minnie Solar",3,35.9481,-79.3619,"Solar"
"United States of America","Mira Loma",3,34.0131,-117.5375,"Solar"
"United States of America","Misenheimer Farm",5,35.4686,-80.2936,"Solar"
"United States of America","Mission Solar LLC",1.5,37.2678,-120.4825,"Solar"
"United States of America","Mitchell Solar  LLC",1.5,34.765,-117.3236,"Solar"
"United States of America","Moapa Southern Paiute",250,36.5299,-114.7703,"Solar"
"United States of America","Mocksville Farm",5,35.8786,-80.5419,"Solar"
"United States of America","Mocksville Solar",15.4,35.8339,-80.5744,"Solar"
"United States of America","Modlin Solar Farm",4.9,35.8503,-77.1102,"Solar"
"United States of America","Moffett Solar Project",71.4,32.6352,-81.0031,"Solar"
"United States of America","Mohave Electric at Fort Mohave",14.4,34.9843,-114.5565,"Solar"
"United States of America","Mojave Solar Project",280,35.0177,-117.3391,"Solar"
"United States of America","Moncure Farm LLC",3,35.5683,-79.0325,"Solar"
"United States of America","Monroe County Sites A & B",3.4,43.1741,-77.3922,"Solar"
"United States of America","Monroe County Sites C  D  & E",6,43.3188,-77.7402,"Solar"
"United States of America","Monroe Moore Farm",5,34.9719,-80.6019,"Solar"
"United States of America","Monroe Solar Facility",60,34.9299,-80.6256,"Solar"
"United States of America","Monson Solar",3,42.1244,-72.3325,"Solar"
"United States of America","MontSun",5,45.0603,-93.9047,"Solar"
"United States of America","Montana Solar Facility",3,31.8131,-106.2189,"Solar"
"United States of America","Monterey Regional Water Pollution Contro",1,36.7211,-121.7878,"Solar"
"United States of America","Montgomery County Correctional Facility",1.4,39.2379,-77.2932,"Solar"
"United States of America","Montgomery Solar LLC",20,35.3444,-79.7683,"Solar"
"United States of America","Montgomery Winsted CSG",3,44.9517,-94.0556,"Solar"
"United States of America","Montrose Solar",3.5,45.0556,-93.9228,"Solar"
"United States of America","Moore Solar Farm",5,36.2732,-79.7592,"Solar"
"United States of America","Moorings Farm",5,35.3058,-77.8292,"Solar"
"United States of America","Moorings Farm 2",5,35.3057,-77.8289,"Solar"
"United States of America","Morelos del Sol",15,35.7314,-119.8187,"Solar"
"United States of America","Morgan Community Solar",3,44.4132,-94.9076,"Solar"
"United States of America","Morgan Farm  LLC",5,36.0956,-78.152,"Solar"
"United States of America","Morgan Lancaster 1",1.5,34.6608,-118.0836,"Solar"
"United States of America","Morgan's Corner",20,36.4211,-76.3642,"Solar"
"United States of America","Morgantown Solar Park",2,40.1521,-75.8659,"Solar"
"United States of America","Morin Solar 2013 LLC",4,42.167,-72.1929,"Solar"
"United States of America","Mount Olive Farm",5,35.2019,-78.0817,"Solar"
"United States of America","Mount Olive Solar",2,35.18,-78.098,"Solar"
"United States of America","Mount Saint Mary's",13.7,39.675,-77.345,"Solar"
"United States of America","Mount Vernon Solar",1,33.8388,-83.638,"Solar"
"United States of America","Mountain View Solar",20,36.3906,-114.9644,"Solar"
"United States of America","Mt Olive Farm 2",5,35.2181,-78.0697,"Solar"
"United States of America","Mt Olive Solar 1",5,35.1811,-78.0969,"Solar"
"United States of America","Mt. Home Solar 1  LLC",20,43.129,-115.752,"Solar"
"United States of America","Mt. Hope DPC Solar",1,42.975,-90.8318,"Solar"
"United States of America","Mt. Tom Solar Project",4.5,42.2686,-72.603,"Solar"
"United States of America","Mulberry Farm LLC",15.8,35.1319,-88.5867,"Solar"
"United States of America","Munich Re Plaza",2.4,40.3503,-74.5927,"Solar"
"United States of America","Munro Valley Solar",4,36.2647,-117.9955,"Solar"
"United States of America","Murdock Solar",4,35.6633,-78.5206,"Solar"
"United States of America","Murphy Farm Power  LLC",1,34.9992,-84.1573,"Solar"
"United States of America","Murphy Flat Solar",20,43.213,-116.439,"Solar"
"United States of America","Murray Hill Solar",1,40.6844,-74.4044,"Solar"
"United States of America","Musgrave East Solar Farm",2,42.7315,-76.6637,"Solar"
"United States of America","Musgrave West Solar Farm",2,42.7315,-76.6637,"Solar"
"United States of America","NEDC Solar Site",1,42.1052,-71.703,"Solar"
"United States of America","NES Rutgers Solar",1,40.0709,-74.1612,"Solar"
"United States of America","NFM Solar Power LLC",1.9,42.6108,-72.4742,"Solar"
"United States of America","NHA at Mansfield NJ",5,40.76,-74.935,"Solar"
"United States of America","NJ Oak Solar Plant",10,39.3806,-75.1883,"Solar"
"United States of America","NJMC Landfill",2.5,40.7508,-74.11,"Solar"
"United States of America","NRG DG Crystal Spring",4.2,41.6798,-70.4953,"Solar"
"United States of America","NRG DG Dighton LLC",3.1,41.8015,-71.1448,"Solar"
"United States of America","NRG DG Foxborough Elm CSG",2,42.0561,-71.1413,"Solar"
"United States of America","NRG DG Haverhill",4.2,42.817,-71.1168,"Solar"
"United States of America","NRG DG Tufts Knoll LLC",2,42.2433,-71.6723,"Solar"
"United States of America","NRG DG Tufts Science LLC",1,42.2376,-71.6861,"Solar"
"United States of America","NRG DG Webster LLC",1.3,42.4139,-71.5136,"Solar"
"United States of America","NRG Renew Canal 1 CSG LLC",1.2,41.767,-70.5212,"Solar"
"United States of America","NRG Solar Blythe LLC",21,33.5917,-114.7444,"Solar"
"United States of America","NRG Solar Borrego I",26,33.2989,-116.3508,"Solar"
"United States of America","NRG Solar Las Vegas MB 2  LLC",1.9,36.0874,-115.1754,"Solar"
"United States of America","NRG Solar Las Vegas MB-1",5,36.0886,-115.1778,"Solar"
"United States of America","NRG Solar Mule  LLC",1.5,44.5577,-69.6714,"Solar"
"United States of America","NRG Solar Oasis LLC",20,34.6489,-118.0767,"Solar"
"United States of America","Napoleon Solar I",8,41.3884,-84.0958,"Solar"
"United States of America","Nash 58 Farm",5,36.0472,-78.0308,"Solar"
"United States of America","Nash 64 Farm",5,35.9494,-78.0925,"Solar"
"United States of America","Nash 97 Solar  LLC",5.2,35.8493,-78.2115,"Solar"
"United States of America","Nashville Farms  LLC",2,36.0344,-78.0106,"Solar"
"United States of America","National Raisin",2.9,36.6245,-119.6731,"Solar"
"United States of America","Navajo Solar Power Generation Station 1 LLC",1.5,34.5511,-117.1911,"Solar"
"United States of America","Naval Air Weapons Station China Lake",11.1,35.6877,-117.6814,"Solar"
"United States of America","Nebraska Valley Solar Farm",1,44.4623,-72.7709,"Solar"
"United States of America","Neisler Street Solar",2,35.2898,-81.5689,"Solar"
"United States of America","Nellis Air Force Base Solar Array",14,36.2603,-115.0544,"Solar"
"United States of America","Nellis Solar PV II",15,36.2067,-115.0477,"Solar"
"United States of America","Neuse River Solar Farm",1.1,35.7144,-78.4989,"Solar"
"United States of America","Nevada Solar One",75.7,35.7998,-114.9817,"Solar"
"United States of America","New Bedford (MA) Plymouth",4.3,41.9254,-70.649,"Solar"
"United States of America","New Bern Farm",5,35.2096,-77.0567,"Solar"
"United States of America","New Castle Solar RES",1.1,39.8541,-85.4034,"Solar"
"United States of America","New Haven Solar RES",1.1,38.1941,-86.9889,"Solar"
"United States of America","New Orleans Solar Power Plant",1.6,30.05,-90.03,"Solar"
"United States of America","Newberry Solar 1 LLC",1.5,34.8536,-116.6831,"Solar"
"United States of America","Newman Solar",10.5,31.9783,-106.4275,"Solar"
"United States of America","Newton Grove",1.9,35.2516,-78.3674,"Solar"
"United States of America","Nexamp Peak CSG",2,42.5621,-73.2871,"Solar"
"United States of America","Next Generation Solar Farm",2.2,44.0848,-73.2266,"Solar"
"United States of America","NextEra Westside PV",20,36.3818,-120.1345,"Solar"
"United States of America","Nick Solar",5,35.9911,-79.5481,"Solar"
"United States of America","Nickel 1 Solar Facility",1.5,35.6473,-119.7165,"Solar"
"United States of America","Nicolis Solar PV Plant",20,35.8358,-119.0561,"Solar"
"United States of America","Nitro Solar",5,35.4869,-78.3139,"Solar"
"United States of America","Nixa Solar  LLC",7.9,37.0439,-93.339,"Solar"
"United States of America","NorWest Energy 2  LLC",9.9,44.068,-121.2284,"Solar"
"United States of America","Nordhoff Place",1.2,34.2367,-118.5658,"Solar"
"United States of America","North Adams Landfill",2.2,42.6691,-73.092,"Solar"
"United States of America","North Bay Solar 1",1,38.3006,-121.9664,"Solar"
"United States of America","North Bergen Solar",1.6,40.818,-74.017,"Solar"
"United States of America","North Brookfield",3,42.2781,-72.0531,"Solar"
"United States of America","North Carolina Solar Bethea I",1,34.7047,-79.5258,"Solar"
"United States of America","North Carolina Solar III LLC",4.9,34.7667,-79.5597,"Solar"
"United States of America","North County",1,40.7631,-73.3236,"Solar"
"United States of America","North Gainesville Solar",5.2,33.6561,-97.1486,"Solar"
"United States of America","North Jersey Media Group Solar Facility",4.1,40.9242,-74.4947,"Solar"
"United States of America","North Lancaster Ranch",20,34.7195,-118.313,"Solar"
"United States of America","North Nash Farm  LLC",5,36.0703,-78.0383,"Solar"
"United States of America","North Palm Springs 1A",2.5,33.9242,-116.5933,"Solar"
"United States of America","North Palm Springs 4A",4,33.9097,-116.5625,"Solar"
"United States of America","North Run",5,40.0696,-74.5848,"Solar"
"United States of America","North Star Solar",62.5,36.73,-120.41,"Solar"
"United States of America","North Star Solar Project",100,45.47,-92.91,"Solar"
"United States of America","Northampton Landfill Solar PV",2.4,42.2937,-72.714,"Solar"
"United States of America","Northbridge Solar",1.9,42.1664,-71.6456,"Solar"
"United States of America","Northfield Community Solar",5,44.4754,-93.1983,"Solar"
"United States of America","Northfield Holdco CSG",5,44.4579,-93.1246,"Solar"
"United States of America","Norton Landfill Solar",1.5,41.9596,-71.1505,"Solar"
"United States of America","Nunn",1,34.5092,-117.1544,"Solar"
"United States of America","Nunnepog",1,41.3589,-70.505,"Solar"
"United States of America","O'Fallon Renewable Energy Center",4.5,38.8266,-90.6781,"Solar"
"United States of America","O'Shea Solar Farm",2,42.378,-83.2001,"Solar"
"United States of America","OCI Alamo 2  LLC",4.4,29.4694,-98.3319,"Solar"
"United States of America","OCI Alamo 3 LLC",5.5,29.4792,-98.2972,"Solar"
"United States of America","OCI Alamo 4  LLC",39.6,29.3289,-100.3839,"Solar"
"United States of America","OCI Alamo 5 LLC",100,29.2167,-99.7161,"Solar"
"United States of America","OCI Alamo 7 LLC",100,33.04,-99.5525,"Solar"
"United States of America","OCI Alamo Solar I",41.7,29.2717,-98.4447,"Solar"
"United States of America","OR Solar 3  LLC",10,42.0223,-121.4189,"Solar"
"United States of America","OR Solar 6  LLC",10,42.209,-120.3678,"Solar"
"United States of America","OSLH  LLC",9.9,44.061,-121.228,"Solar"
"United States of America","Oakboro Farm",5,34.7958,-79.5383,"Solar"
"United States of America","Oakley Solar Project",1.5,38.0017,-121.7478,"Solar"
"United States of America","Oberlin Spear Point Solar One",2,41.3028,-82.227,"Solar"
"United States of America","Occidental College Solar Project",1,34.1283,-118.2069,"Solar"
"United States of America","Oceana Solar",17.6,36.7898,-76.0514,"Solar"
"United States of America","Odyssey Solar",8.2,33.79,-81.266,"Solar"
"United States of America","Ohio Northern University Solar Site",2,40.7596,-83.8391,"Solar"
"United States of America","Old Catawba PV 1",3.5,35.7117,-81.1342,"Solar"
"United States of America","Old Midville Solar",19.7,32.8207,-81.9818,"Solar"
"United States of America","Old Mill Solar",5,42.2033,-121.0464,"Solar"
"United States of America","Old Pageland Monroe Road Solar Farm",5.3,34.9523,-80.4819,"Solar"
"United States of America","Old Wardour Solar",5.5,42.2376,-72.0375,"Solar"
"United States of America","Old Wire Farm",5,34.8178,-79.5139,"Solar"
"United States of America","OlivePV",5,41.7,-86.49,"Solar"
"United States of America","Oltmans SCE at Champagne",1,34.0439,-117.5311,"Solar"
"United States of America","Oltmans SCE at Jurupa",1.5,34.05,-117.5961,"Solar"
"United States of America","One Ten Partners PV",2,34.6156,-117.9366,"Solar"
"United States of America","Oneida - South",1.9,43.1664,-75.3869,"Solar"
"United States of America","Oneida - West",1.9,43.1696,-75.4049,"Solar"
"United States of America","Oneida County- DPW",1.5,43.1508,-75.3713,"Solar"
"United States of America","Onondaga County - Metro Water Board",1,43.1838,-76.2241,"Solar"
"United States of America","Onondaga County - Oak Orchard WWTP",2,43.1727,-76.1301,"Solar"
"United States of America","Onondaga County- Clearwater",2,43.4293,-76.5157,"Solar"
"United States of America","Onset East Solar Facility",1,41.757,-70.6537,"Solar"
"United States of America","Onset West Solar Facility",1,41.757,-70.6537,"Solar"
"United States of America","Onyx - Allen Harim",1.2,38.7175,-75.2888,"Solar"
"United States of America","Onyx - Brockton Thatcher Landfill Solar",3.7,42.0664,-70.9834,"Solar"
"United States of America","Onyx - Lamphear Road",2,43.1841,-75.4767,"Solar"
"United States of America","Onyx - Pembroke Landfill Solar",2.4,42.0499,-70.8024,"Solar"
"United States of America","Onyx - Saratoga Springs Landfill Solar",2,43.0969,-73.7449,"Solar"
"United States of America","Open Range Solar Center  LLC",10,43.7968,-117.0653,"Solar"
"United States of America","Open View Solar Farm",2,44.1394,-73.2039,"Solar"
"United States of America","Orange County Solar Farm (NY)",1.5,41.4049,-74.3595,"Solar"
"United States of America","Orange PV",2,42.585,-72.2939,"Solar"
"United States of America","Orchard Ranch Solar",20,43.467,-116.285,"Solar"
"United States of America","Oregon Convention Center",1.4,45.5285,-122.6632,"Solar"
"United States of America","Oregon University System OIT Klamath Fal",2,42.2542,-121.785,"Solar"
"United States of America","Oregon University System Rabbit Field",1.2,44.5735,-123.317,"Solar"
"United States of America","Oriana Solar Farm",57.65,18.4729,-67.0443,"Solar"
"United States of America","Orion Community Solar",3,45.5879,-94.4014,"Solar"
"United States of America","Orion Solar I",12,35.1507,-118.875,"Solar"
"United States of America","Orion Solar II",8,35.1507,-118.8753,"Solar"
"United States of America","Oro Loma",20,36.8768,-120.6676,"Solar"
"United States of America","Osceola Solar Facility",3.8,28.0581,-81.2417,"Solar"
"United States of America","Otarre Solar Park",1.6,33.9324,-81.0514,"Solar"
"United States of America","Otero Solar",8,32.9764,-105.9711,"Solar"
"United States of America","Otoe Solar Power Generation Station 1 LL",1.5,34.545,-117.1919,"Solar"
"United States of America","Ouchchy PV1",3,36.0841,-79.2448,"Solar"
"United States of America","Outback Solar At Christmas Valley",4.4,43.2369,-120.49,"Solar"
"United States of America","Owen Solar",5,35.5861,-81.3153,"Solar"
"United States of America","Owens Corning Headquarters",2.1,41.6447,-83.5364,"Solar"
"United States of America","Owens Corning at Bethlehem",2,42.5869,-73.865,"Solar"
"United States of America","Owens Valley Solar Project 11",1,36.2751,-118.0122,"Solar"
"United States of America","Oxford",2.8,42.1413,-71.8508,"Solar"
"United States of America","Ozarks Natural Energy",1,36.1643,-94.0823,"Solar"
"United States of America","PA Solar Park",10.1,40.8601,-75.8522,"Solar"
"United States of America","PCIP Solar",1,36.3125,-78.9675,"Solar"
"United States of America","PCSP3 Airport",2.5,36.2881,-78.9861,"Solar"
"United States of America","PPL Renewable Energy Merck Solar",1.7,40.7274,-74.3783,"Solar"
"United States of America","PSEG Hackettstown",2.2,40.8606,-74.8229,"Solar"
"United States of America","PVN Milliken  LLC",3,34.0384,-117.5658,"Solar"
"United States of America","Pacific Cruise Ship Terminals Berth 93",1.1,33.7331,-118.2772,"Solar"
"United States of America","Padelford Solar",2.2,41.8533,-71.065,"Solar"
"United States of America","Palmer Landfill",4,42.2166,-72.3155,"Solar"
"United States of America","Palmer Solar Center",5,37.9672,-78.231,"Solar"
"United States of America","Palmer Solar LLC",2.5,42.1872,-72.3656,"Solar"
"United States of America","Palo Verde College",1.2,33.6617,-114.6517,"Solar"
"United States of America","Paloma Solar",17.6,33.0211,-112.6614,"Solar"
"United States of America","Pamlico Partners Solar",5,35.5011,-76.87,"Solar"
"United States of America","Panasonic Carport Solar",2.3,39.8087,-104.7815,"Solar"
"United States of America","Paradise Solar Energy Center",5,39.8358,-75.2225,"Solar"
"United States of America","Paradise Valley H.S. PV",1.3,33.6416,-111.9997,"Solar"
"United States of America","Park Meridian #1",1.5,33.8961,-117.2836,"Solar"
"United States of America","Parkland Landfill Solar",7.8,40.1275,-74.7108,"Solar"
"United States of America","Parlin Solar LLC",1.3,40.4567,-74.3289,"Solar"
"United States of America","Pasquotank",20,36.2647,-76.3061,"Solar"
"United States of America","Pastime Farm  LLC",5.2,39.5209,-87.1816,"Solar"
"United States of America","Pate Farm",5,34.8167,-79.1994,"Solar"
"United States of America","Patriots Stadium",1,40.5606,-74.5514,"Solar"
"United States of America","Pavant Solar  LLC",50,38.9605,-112.3633,"Solar"
"United States of America","Pavant Solar II LLC",50,39.1625,-112.343,"Solar"
"United States of America","Pavant Solar III",20,39.1545,-112.3598,"Solar"
"United States of America","Pawpaw Solar Plant",30,32.5729,-84.2568,"Solar"
"United States of America","Paynesville Community Solar",5,45.4025,-94.7155,"Solar"
"United States of America","Paynesville Solar",10,45.3929,-94.7212,"Solar"
"United States of America","Pearl City Peninsula Solar Park",1,21.3756,-157.9681,"Solar"
"United States of America","Pearl Solar",50,30.9878,-102.2683,"Solar"
"United States of America","Pecan PV1",5,34.9092,-79.8294,"Solar"
"United States of America","Pegasus Community Solar",2,45.4955,-95.1247,"Solar"
"United States of America","Pemberton Road I",9.9,39.9818,-74.6974,"Solar"
"United States of America","Pemberton Road II",9.9,39.9799,-74.7019,"Solar"
"United States of America","Pennsauken Solar",1.5,39.9894,-75.04,"Solar"
"United States of America","Perdue Bridgeville Photovoltaic",1.3,38.7577,-75.602,"Solar"
"United States of America","Perdue Salisbury Photovoltaic",1,38.3736,-75.5353,"Solar"
"United States of America","Perkins Solar  LLC",2,36.4374,-78.972,"Solar"
"United States of America","Perry Solar Facility",5.1,30.1193,-83.5601,"Solar"
"United States of America","Peterson Road Solar",2.5,42.1,-72.3,"Solar"
"United States of America","Pfeffers",1,39.4276,-76.3936,"Solar"
"United States of America","Pfizer Peapack Solar",6.2,40.7119,-74.6634,"Solar"
"United States of America","Phantom Solar",15.4,31.115,-97.8451,"Solar"
"United States of America","Philip Morris",2,37.3418,-77.287,"Solar"
"United States of America","Phoenix Airport East Economy Lot",1.1,33.4345,-111.9842,"Solar"
"United States of America","Phoenix Airport Rental Car Center",1.6,33.4304,-112.0448,"Solar"
"United States of America","Pickering Solar",1.5,40.1206,-75.4881,"Solar"
"United States of America","Picture Rocks Solar  LLC",20,32.3697,-111.2428,"Solar"
"United States of America","Pierce College",1.9,34.1836,-118.5747,"Solar"
"United States of America","Pierre Solar",1,44.3888,-100.307,"Solar"
"United States of America","Pikes Peak Solar Garden 1 LLC",2,38.7745,-104.7458,"Solar"
"United States of America","Pikeville Farm",5,35.4782,-77.9792,"Solar"
"United States of America","Pilesgrove",18,39.613,-75.3095,"Solar"
"United States of America","Pima Community College",1.3,32.1461,-110.9906,"Solar"
"United States of America","Pine Island Solar",4,44.2066,-92.6636,"Solar"
"United States of America","Pine Island Solar CSG",3.9,44.2201,-92.6543,"Solar"
"United States of America","Pine Ridge",3,35.0134,-98.4447,"Solar"
"United States of America","Pine Tree Solar Project",8.5,35.2296,-118.1957,"Solar"
"United States of America","Pittsgrove Solar",2,39.539,-75.1793,"Solar"
"United States of America","Plainfield One Solar LLC",1.3,40.605,-74.4394,"Solar"
"United States of America","Playa Solar",79,36.408,-114.908,"Solar"
"United States of America","Playa Solar 2",100,36.408,-114.908,"Solar"
"United States of America","Pleasant Valley Solar",2.5,33.7368,-83.6971,"Solar"
"United States of America","Pleasantdale Road Community Solar",1,42.4,-72,"Solar"
"United States of America","Plymouth Site 1",5.6,41.96,-70.7786,"Solar"
"United States of America","Plymouth Solar LLC",5,35.875,-76.7106,"Solar"
"United States of America","Pocono Solar Project",3,41.061,-75.5149,"Solar"
"United States of America","Pollocksville Solar",5,34.998,-77.219,"Solar"
