"Country","Powerplant Name","Capacity (MW)","Latitude","Longitude","Primary Fuel"
"United States of America","Dodge Center Solar",6.5,44.026,-92.8816,"Solar"
"United States of America","Dodge Holdco Solar",5,44.0224,-92.757,"Solar"
"United States of America","DodgeSun CSG",5,44.0404,-92.69,"Solar"
"United States of America","Dogwood Solar  LLC",20,36.125,-77.4092,"Solar"
"United States of America","Domino Farms Solar",1,42.3234,-83.6803,"Solar"
"United States of America","Dorchester Solar Site",1,42.3008,-71.0472,"Solar"
"United States of America","Douglas Solar",2,42.06,-71.73,"Solar"
"United States of America","Dover Sun Park",10,39.1836,-75.5044,"Solar"
"United States of America","Dow Jones South Brunswick Solar",4.1,40.3698,-74.5868,"Solar"
"United States of America","Downs Farm Solar",5,36.3619,-76.9169,"Solar"
"United States of America","Downsville DPC Solar",1,44.8142,-91.8841,"Solar"
"United States of America","Dragstrip Farm",5,35.7581,-81.4161,"Solar"
"United States of America","Dublin Solar I",4.1,32.581,-82.926,"Solar"
"United States of America","Duke Building 129",3.4,39.9108,-86.2453,"Solar"
"United States of America","Duke Building 87",2.7,39.8908,-86.2556,"Solar"
"United States of America","Duke Building 98",2.7,39.9047,-86.26,"Solar"
"United States of America","Dulles",2,34.0301,-117.5178,"Solar"
"United States of America","Dunn",2,35.475,-78.5486,"Solar"
"United States of America","Duplin Solar I LLC (160 Houston Lane)",5,34.9601,-77.9804,"Solar"
"United States of America","Duplin Solar LLC",5,35.0119,-78.0783,"Solar"
"United States of America","Durham Solar",3.5,36.0049,-78.8485,"Solar"
"United States of America","E&B Resources",1,35.5346,-119.06,"Solar"
"United States of America","EAFB - North Base",1.1,34.9325,-117.9072,"Solar"
"United States of America","EAFB - South Base",1.1,34.9172,-117.9003,"Solar"
"United States of America","EBZ Solar",2.5,42.5706,-71.625,"Solar"
"United States of America","EDF Lancaster",4.5,42.5292,-71.6653,"Solar"
"United States of America","EE Waianae Solar Project",27.6,21.452,-158.1879,"Solar"
"United States of America","ELACC Photovoltaic Power Facility",1,34.0403,-118.1481,"Solar"
"United States of America","ESA Selma",1.8,35.5262,-78.2898,"Solar"
"United States of America","ETS Ewing Solar Facility",1.3,40.2818,-74.7936,"Solar"
"United States of America","Eagle Point Solar",9.9,42.4008,-122.8292,"Solar"
"United States of America","Eagle Springs Solar LLC",1,39.5261,-107.6961,"Solar"
"United States of America","East Acres Solar NG  LLC",5.8,42.4875,-73.2423,"Solar"
"United States of America","East Amwell",1.8,40.4433,-74.8764,"Solar"
"United States of America","East Chicago",2,41.6322,-87.4692,"Solar"
"United States of America","East Orange Solar",4.5,40.7476,-74.3358,"Solar"
"United States of America","East Pecos Solar",118.5,31.0009,-102.2817,"Solar"
"United States of America","East Wayne Solar LLC",2,35.4417,-77.85,"Solar"
"United States of America","Eastern Iowa Solar",1.8,41.597,-91.0363,"Solar"
"United States of America","Eastern Shore Solar  LLC",80,37.9439,-75.5696,"Solar"
"United States of America","Easthampton Landfill-City of Easthampton",1.9,42.2869,-72.7014,"Solar"
"United States of America","Easton Landfill",1.9,42.0103,-71.0922,"Solar"
"United States of America","Eastover Farm",5,34.7422,-79.4631,"Solar"
"United States of America","Eastwood Solar",5.5,44.1545,-93.9166,"Solar"
"United States of America","Eden Solar LLC",47.7,35.1485,-79.6364,"Solar"
"United States of America","Edwards Air Force Base",3,34.9077,-117.9206,"Solar"
"United States of America","Eichtens Solar",3.9,45.3827,-92.7725,"Solar"
"United States of America","Elevation Solar C",40,34.7303,-118.3042,"Solar"
"United States of America","Elizabeth Mines Solar 1",5,43.8236,-72.3311,"Solar"
"United States of America","Elizabethtown Solar",2,40.1527,-76.5814,"Solar"
"United States of America","Elkton Solar",1.6,39.6035,-75.8362,"Solar"
"United States of America","Ellerbe",2,35.1,-79.73,"Solar"
"United States of America","Ellettsville Solar RES",1.1,39.2548,-86.6568,"Solar"
"United States of America","Elliana Solar",5,36.1311,-79.3325,"Solar"
"United States of America","Elm City Solar Facility",40,35.7811,-77.8469,"Solar"
"United States of America","Elm Solar  LLC",5,35.4538,-79.1895,"Solar"
"United States of America","Emmitsburg Solar Arrays",1.7,39.6937,-77.3144,"Solar"
"United States of America","Empire Solar",7,44.6644,-93.1088,"Solar"
"United States of America","Enerparc CA1 LLC",1.5,36.8317,-121.4042,"Solar"
"United States of America","Enerparc CA2  LLC",1.5,39.699,-122.1756,"Solar"
"United States of America","Engelhard Solar LLC",1.1,40.33,-74.4625,"Solar"
"United States of America","Enterprise Solar  LLC",80,37.6411,-113.6125,"Solar"
"United States of America","Equuleus Community Solar Gardens",5,44.7261,-93.0227,"Solar"
"United States of America","Erwin Farm",5,35.3333,-78.6614,"Solar"
"United States of America","Escalante Solar I  LLC",80,38.5242,-113.0339,"Solar"
"United States of America","Escalante Solar II  LLC",80,38.5008,-113.03,"Solar"
"United States of America","Escalante Solar III  LLC",80,38.4978,-112.9869,"Solar"
"United States of America","Essex Solar Center",20,37.8341,-76.8,"Solar"
"United States of America","Estill Solar",20,32.7638,-81.2422,"Solar"
"United States of America","Estill Solar II",10.2,32.7278,-81.2535,"Solar"
"United States of America","Eubank Landfill Solar Array",2,35.0492,-106.53,"Solar"
"United States of America","Everetts Wildcat Solar  LLC",5,35.8472,-77.1114,"Solar"
"United States of America","Exelon Solar Chicago",9,41.6758,-87.6514,"Solar"
"United States of America","Exeter Solar",3.5,36.2675,-119.1286,"Solar"
"United States of America","Expressway Solar A",2,34.5822,-117.3417,"Solar"
"United States of America","Expressway Solar B",2,34.5833,-117.3403,"Solar"
"United States of America","Expressway Solar C2",1.5,34.5844,-117.3414,"Solar"
"United States of America","Exum Farm Solar  LLC",4.9,35.3704,-77.4549,"Solar"
"United States of America","FAA NorCal TRACON",1,38.5595,-121.2576,"Solar"
"United States of America","FECC Solar Benton",1,34.6384,-92.5783,"Solar"
"United States of America","FIU Solar",1.6,25.77,-80.3677,"Solar"
"United States of America","FLS Solar 170  LLC",2,34.6,-78.97,"Solar"
"United States of America","FLS Solar 200  LLC",4.3,34.5819,-78.94,"Solar"
"United States of America","FLS Solar 230 (Warren)",4.8,35.0161,-77.8219,"Solar"
"United States of America","FRV Cygnus Solar Project",20,35.1028,-118.9544,"Solar"
"United States of America","FRV SI Transport Solar LP",1,38.4869,-121.3911,"Solar"
"United States of America","Facebook 1 Solar Energy Center",10,34.831,-106.762,"Solar"
"United States of America","Facile Solar",2,36.0989,-79.4939,"Solar"
"United States of America","Fairhaven C",1.6,41.663,-70.8632,"Solar"
"United States of America","Fairmont-FLS 100",4,34.52,-79.13,"Solar"
"United States of America","Fairview Farms Solar",2,42.4597,-72.6103,"Solar"
"United States of America","Faison Solar",2,35.0697,-78.1161,"Solar"
"United States of America","Fall River Solar",2,41.7513,-71.1145,"Solar"
"United States of America","Falmouth Landfill Solar",3,41.6101,-70.5986,"Solar"
"United States of America","Farley Road Community Solar",1.9,42.1,-72,"Solar"
"United States of America","Farmersville",4.5,36.19,-119.12,"Solar"
"United States of America","Farmington Holdco Solar",5,44.6231,-93.134,"Solar"
"United States of America","Farrington Farm",1,35.8328,-79.025,"Solar"
"United States of America","FedEx Field Solar Facility",2,38.9078,-76.8644,"Solar"
"United States of America","FedEx Woodbridge",2.4,40.5064,-74.3235,"Solar"
"United States of America","Federal Road Solar 1  LLC",4.4,41.8069,-70.7257,"Solar"
"United States of America","Fiddler's Canyon #1",3,37.7503,-113.2537,"Solar"
"United States of America","Fiddler's Canyon #2",3,37.7947,-113.2837,"Solar"
"United States of America","Fiddler's Canyon 3",3,37.7313,-113.2166,"Solar"
"United States of America","Finger Lakes Solar I",1.9,42.814,-77.0456,"Solar"
"United States of America","First Citizens Bank",1.5,35.7285,-78.6392,"Solar"
"United States of America","Fisher Road Solar",4.6,41.5933,-71.0181,"Solar"
"United States of America","Fisher Solar Farm - NC",5,35.2413,-80.0346,"Solar"
"United States of America","Five Points Solar Park",60,36.3869,-120.2367,"Solar"
"United States of America","Five Points Solar Station",15,36.4003,-120.1033,"Solar"
"United States of America","Flambeau Solar Partners",2.5,45.7368,-90.471,"Solar"
"United States of America","Flash Solar",5,35.7581,-81.2294,"Solar"
"United States of America","Flat Meeks PV 1",5,35.8067,-77.2706,"Solar"
"United States of America","Flemington Solar",8,40.4839,-74.8567,"Solar"
"United States of America","Flemming Solar Center LLC",5,35.6689,-77.3839,"Solar"
"United States of America","Flint Hill Solar  LLC",5.2,35.4027,-79.5531,"Solar"
"United States of America","Florence Solar W3-080  LLC",7.9,40.0956,-74.7876,"Solar"
"United States of America","Floyd Road Solar Farm",5,36.5059,-77.6775,"Solar"
"United States of America","Floyd Solar  LLC",6.5,34.5091,-79.1359,"Solar"
"United States of America","Foothills Solar Plant",35,32.6486,-114.4287,"Solar"
"United States of America","Forbes Street Solar",3,41.7731,-71.3389,"Solar"
"United States of America","Ford World Headquarters",1,42.3174,-83.2095,"Solar"
"United States of America","Forest Lake Solar CSG",5,45.2535,-92.894,"Solar"
"United States of America","Forever 21 Retail  Inc.",1.7,34.0714,-118.1961,"Solar"
"United States of America","Fort Benning Solar Facility",30,32.3524,-84.9688,"Solar"
"United States of America","Fort Detrick Solar PV",15.7,39.44,-77.45,"Solar"
"United States of America","Fort Gordon Solar Facility",30,33.3866,-82.1401,"Solar"
"United States of America","Fort Huachuca Solar PV Project",17.7,31.5553,-110.35,"Solar"
"United States of America","Fort Rucker Solar Array",10.6,31.3311,-85.7302,"Solar"
"United States of America","Fort Stewart Solar Facility",30,31.9047,-81.5954,"Solar"
"United States of America","Foxfire Solar Farm",5,35.2206,-79.5519,"Solar"
"United States of America","Frankford Solar",8.2,41.1666,-74.7016,"Solar"
"United States of America","Franklin 1",3,42.0406,-71.3936,"Solar"
"United States of America","Franklin 2",4,42.0542,-71.3917,"Solar"
"United States of America","Franklin Solar  LLC",2,36.0975,-78.1678,"Solar"
"United States of America","Franklin Solar 2",2,36.1269,-78.1525,"Solar"
"United States of America","Franklinton Solar",5,36.08,-78.35,"Solar"
"United States of America","Freedom Solar",5,34.287,-79.148,"Solar"
"United States of America","Freemont Solar Center LLC",5,35.4276,-80.9972,"Solar"
"United States of America","Freetown Solar",5,41.7664,-70.9808,"Solar"
"United States of America","Freeway Springs",2,33.8926,-118.0376,"Solar"
"United States of America","Freeze Solar",1.5,40.3763,-74.5278,"Solar"
"United States of America","Fremont Farm",5,35.5319,-77.9692,"Solar"
"United States of America","French's Landfill PV",6.1,40.1097,-74.1302,"Solar"
"United States of America","Frenchtown I Solar",3,40.5217,-75.0122,"Solar"
"United States of America","Frenchtown II Solar",3,40.5144,-74.9769,"Solar"
"United States of America","Frenchtown III Solar",7.9,40.4825,-75.0181,"Solar"
"United States of America","Fresno Solar",3,36.6168,-120.1051,"Solar"
"United States of America","Frontier Solar LLC",20,37.3799,-121.1307,"Solar"
"United States of America","Ft. Churchill PV",19.9,39.1281,-119.14,"Solar"
"United States of America","G&S Wantage Solar LLC",8.5,41.1892,-74.5917,"Solar"
"United States of America","GELD Solar Farm",2.3,42.2623,-71.5,"Solar"
"United States of America","GKS Solar",5,36.2483,-76.5019,"Solar"
"United States of America","GM Lordstown Assembly Solar Array",2.2,41.148,-80.8838,"Solar"
"United States of America","GMP Solar - Hartford",5,43.6321,-72.4186,"Solar"
"United States of America","GMP Solar - Panton",4.9,44.0858,-73.1954,"Solar"
"United States of America","GMP Solar - Richmond",1.9,44.4269,-73.0085,"Solar"
"United States of America","GMP Solar - Williamstown",5,44.1361,-72.5105,"Solar"
"United States of America","GMP Solar - Williston",4.7,44.4655,-73.1032,"Solar"
"United States of America","GRE Marshan Solar",1,44.6922,-92.8169,"Solar"
"United States of America","GSE NM1",2.3,33.3,-104.4,"Solar"
"United States of America","GSK York RDC Solar Facility",2.6,40.0439,-76.7355,"Solar"
"United States of America","GWCC PV Solar Farm",1.6,39.0172,-76.909,"Solar"
"United States of America","Gainey Solar  LLC",2,34.499,-78.653,"Solar"
"United States of America","Gala Solar",56.3,44.1843,-120.918,"Solar"
"United States of America","Gap Pacific Distribution Center",1.2,36.7839,-119.7094,"Solar"
"United States of America","Gardner Solar 1",2,42.5864,-72.0308,"Solar"
"United States of America","Garnet Solar Generation Station I LLC",4,33.8906,-116.5431,"Solar"
"United States of America","Garrell Solar Farm",5,34.3253,-78.7931,"Solar"
"United States of America","Garrett County - DPU Treatment Plant",1.2,39.5052,-79.393,"Solar"
"United States of America","Garysburg Solar",5,36.468,-77.592,"Solar"
"United States of America","Gaston Solar",5,36.5147,-77.6561,"Solar"
"United States of America","Gates Solar LLC",5,36.4508,-76.8036,"Solar"
"United States of America","Gates Solar Station",20,36.1764,-120.1142,"Solar"
"United States of America","Gato Montes Solar  LLC",5,32.1028,-110.8197,"Solar"
"United States of America","Gemini Community Solar",3,45.3003,-92.8044,"Solar"
"United States of America","Gemini Technologies Services  Inc. Solar",1.3,40.8484,-74.4676,"Solar"
"United States of America","Genentech Vacaville Meter #1",6.1,38.3908,-121.9478,"Solar"
"United States of America","Genentech-Oceanside",6.5,33.2111,-117.2996,"Solar"
"United States of America","General Motors Corp at White Marsh MD",1,39.3716,-76.4405,"Solar"
"United States of America","Genesis Solar Energy Project",250,33.665,-114.9981,"Solar"
"United States of America","Georgia Power at Jakin GA PV",1.5,31.138,-85.031,"Solar"
"United States of America","Georgia Power at Swainsboro",2.9,32.605,-82.321,"Solar"
"United States of America","Georgia Power at Wadley GA",1,32.883,-82.41,"Solar"
"United States of America","Germantown Solar  LLC",2.1,36.2463,-80.2546,"Solar"
"United States of America","Gerresheimer Glass Solar Facility",2.3,39.4967,-75.0186,"Solar"
"United States of America","Giffen",10,36.5303,-120.3161,"Solar"
"United States of America","Giffen Solar Park",20,36.5447,-120.3161,"Solar"
"United States of America","Gila Bend",32,32.9408,-112.8814,"Solar"
"United States of America","Gilbert Solar Facility I  LLC",2.5,33.3559,-111.8024,"Solar"
"United States of America","Gillespie 1",15,33.0264,-112.6658,"Solar"
"United States of America","Glopak Solar PV Power Plant",1,40.5754,-74.3928,"Solar"
"United States of America","Gloucester Community College Solar",2.3,39.7808,-75.1229,"Solar"
"United States of America","Golden Fields Solar I  LLC",54,34.839,-118.3868,"Solar"
"United States of America","Golden Hills Solar",4.7,42.4,-72,"Solar"
"United States of America","Golden Springs Building C-1",1.2,33.9142,-118.0536,"Solar"
"United States of America","Golden Springs Building D",1.3,33.9119,-118.0522,"Solar"
"United States of America","Goldfinch",3,27.9821,-82.042,"Solar"
"United States of America","Gore Mountain Solar II",2,43.5434,-73.3231,"Solar"
"United States of America","Goya Foods  Inc- Jersey City Solar",2.5,40.7601,-74.0654,"Solar"
"United States of America","Goya Foods  Inc- Secaucus Solar",1.6,40.7731,-74.0774,"Solar"
"United States of America","Grafton PV",2.7,42.2255,-71.6626,"Solar"
"United States of America","Grafton Solar",1.5,42.1992,-71.6792,"Solar"
"United States of America","Graham Solar Center LLC",4.8,34.3097,-79.0144,"Solar"
"United States of America","Grand Ridge Solar Farm",20,41.1434,-88.7583,"Solar"
"United States of America","Grand Ronde Solar",2.2,45.054,-123.61,"Solar"
"United States of America","Grand Valley Solar Gardens",3,42.9531,-85.9012,"Solar"
"United States of America","Grand View Solar Two",80,42.9896,-116.0934,"Solar"
"United States of America","Granger",3,33.2704,-117.0588,"Solar"
"United States of America","Granite Mountain Solar East  LLC",80,37.7751,-113.2264,"Solar"
"United States of America","Granite Mountain Solar West  LLC",50.4,37.7989,-113.322,"Solar"
"United States of America","Granite Peak Solar Plant",3,38.4028,-112.9889,"Solar"
"United States of America","Granville Solar PV Power Project",2.5,36.4117,-78.5939,"Solar"
"United States of America","Grassland 1&2 Solar Project",2.5,38.5003,-121.6942,"Solar"
"United States of America","Grassland 3&4 Solar Project",2.5,38.5003,-121.6942,"Solar"
"United States of America","Great Divide Solar  LLC",3,46.8057,-112.249,"Solar"
"United States of America","Great Valley Solar Portfolio Holdings  LLC",100,36.5812,-120.3796,"Solar"
"United States of America","Greater Sandhill I",19,37.6855,-105.8909,"Solar"
"United States of America","Green Acres Solar Facility 1",3,38.282,-121.4647,"Solar"
"United States of America","Green Acres Solar Facility 2",1,38.2836,-121.4613,"Solar"
"United States of America","Green Farm",5,35.8317,-77.2697,"Solar"
"United States of America","Green Meadow Solar  LLC",3,46.6945,-112.0636,"Solar"
"United States of America","Green Meadows",3.5,41.6694,-70.5319,"Solar"
"United States of America","Greenfield Solar Park",2.8,39.7938,-85.8165,"Solar"
"United States of America","Greenville Solar Plant",2.2,38.2561,-112.7358,"Solar"
"United States of America","Greenwood Solar Farm",1.9,43.1056,-82.6964,"Solar"
"United States of America","Gridley Main",1,39.3733,-121.6842,"Solar"
"United States of America","Gridley Main Two",2.5,39.3733,-121.6817,"Solar"
"United States of America","Griffith",2,41.5214,-87.4361,"Solar"
"United States of America","Grove Solar Center  LLC",6,43.9367,-117.3812,"Solar"
"United States of America","Groveland Solar",3.2,42.7511,-71.0372,"Solar"
"United States of America","Guernsey Solar Station",20,36.1639,-119.6506,"Solar"
"United States of America","Gulf Coast Solar Center I",30,30.5154,-86.5184,"Solar"
"United States of America","Gulf Coast Solar Center II",40,30.4308,-86.8952,"Solar"
"United States of America","Gulf Coast Solar Center III",50,30.4704,-87.3352,"Solar"
"United States of America","Gulfport Naval Base CSG PV System",3.5,30.3799,-89.1192,"Solar"
"United States of America","HCE Johnston I  LLC",2.6,35.56,-78.5945,"Solar"
"United States of America","HGS Solar I",2,43.5437,-73.3253,"Solar"
"United States of America","HMW Minster PV I",3,40.3904,-84.4016,"Solar"
"United States of America","HQC Rock River Solar Power Gen Station",2.1,42.5788,-89.033,"Solar"
"United States of America","HXNAir Solar One",5,36.3487,-77.6315,"Solar"
"United States of America","Hadley Solar NG  LLC",3,42.3521,-72.5389,"Solar"
"United States of America","Haley Solar",8.2,33.0234,-81.2934,"Solar"
"United States of America","Halifax",20,36.4419,-77.7114,"Solar"
"United States of America","Hall's Warehouse Solar Project",1.6,40.5737,-74.3944,"Solar"
"United States of America","Hamilton Solar-Crosswicks",7.5,40.169,-74.6301,"Solar"
"United States of America","Hampden",3.2,42.0447,-72.4388,"Solar"
"United States of America","Hampshire College",4.4,42.3769,-72.4691,"Solar"
"United States of America","Hampton Solar 2",20,32.881,-81.136,"Solar"
"United States of America","Hampton Solar I",6.8,32.879,-81.133,"Solar"
"United States of America","Hanford 1 and 2",3,36.3067,-119.6292,"Solar"
"United States of America","Hanover",5,40.0653,-74.5906,"Solar"
"United States of America","Happy Solar",4,35.3965,-78.5108,"Solar"
"United States of America","Hardison Farm Solar  LLC",5.2,35.8308,-77.0219,"Solar"
"United States of America","Hardwick-Athol & Eagle Hill",2.8,42.3084,-72.1896,"Solar"
"United States of America","Harford Solar Farm",2,42.448,-76.245,"Solar"
"United States of America","Harmon DC Totowa NJ",1.5,40.9039,-74.2478,"Solar"
"United States of America","Harmony",3,40.7553,-75.171,"Solar"
"United States of America","Harrell's Hill Solar Center LLC",5,35.2119,-78.1008,"Solar"
"United States of America","Hartford Landfill Solar EGF",1,41.7915,-72.6509,"Solar"
"United States of America","Hartz Way",1,40.7828,-74.0728,"Solar"
"United States of America","Harvest Moon Renewable Energy Company",1.6,29.7408,-96.1599,"Solar"
"United States of America","Harwich Landfill",4,41.6961,-70.0919,"Solar"
"United States of America","Hastings Solar",4.5,44.7593,-92.8249,"Solar"
"United States of America","Hatch Solar Energy Center I  LLC",5,32.63,-107.2597,"Solar"
"United States of America","Hatfield Renewables Community Solar",1.9,42.3,-72.7,"Solar"
"United States of America","Hattiesburg Solar Farm",50,31.2758,-89.3012,"Solar"
"United States of America","Haverhill Solar Power Project",1,42.7811,-71.0926,"Solar"
"United States of America","Havre de Grace II - E at Perryman",1.4,39.436,-76.22,"Solar"
"United States of America","Haynes Farm",5,35.5258,-81.2353,"Solar"
"United States of America","Haywood Farm Solar  LLC",4.9,35.343,-79.915,"Solar"
"United States of America","Haywood Solar",3,35.5775,-89.2869,"Solar"
"United States of America","Hayworth Solar",27,35.3253,-118.8786,"Solar"
"United States of America","Hazlehurst II",52.5,31.8194,-82.6022,"Solar"
"United States of America","Heber Solar",10.9,32.7125,-115.5406,"Solar"
"United States of America","Hecate Energy Beacon Solar 1",56,35.2694,-118.0144,"Solar"
"United States of America","Hecate Energy Beacon Solar 3",56,35.2531,-118.0147,"Solar"
"United States of America","Hecate Energy Beacon Solar 4",50,35.2536,-118.0269,"Solar"
"United States of America","Hector Farm",5,35.3762,-79.9097,"Solar"
"United States of America","Heliocentric",1.5,34.6543,-117.971,"Solar"
"United States of America","Heller Industrial Parks",2.7,40.3739,-74.4892,"Solar"
"United States of America","Hemlock Solar",5,36.4691,-77.5975,"Solar"
"United States of America","Henrietta Solar Project",102,36.2188,-119.8058,"Solar"
"United States of America","Henryville Solar RES",1.1,38.5955,-85.7773,"Solar"
"United States of America","Herbert Farm Solar",5.5,38.5456,-76.7994,"Solar"
"United States of America","Hertford Solar Farm",5,36.1303,-76.4909,"Solar"
"United States of America","Hesperia",1.5,34.435,-117.3781,"Solar"
"United States of America","Hew Fulton Farm  LLC",5,34.784,-79.4745,"Solar"
"United States of America","Hewlett-Packard (HP) - Andover  MA",1.7,42.6247,-71.1829,"Solar"
"United States of America","Hickory Ridge Landfill Solar Project",1,33.665,-84.3361,"Solar"
"United States of America","Higginsville Solar Farm",2.5,39.0021,-93.7268,"Solar"
"United States of America","Highland Solar Center LLC",5,35.3639,-77.4519,"Solar"
"United States of America","Highwater Solar I",4.9,35.4339,-77.99,"Solar"
"United States of America","Highway 56 Solar",5.3,33.6144,-96.6904,"Solar"
"United States of America","Hinton",3,35.4947,-98.3857,"Solar"
"United States of America","Hobart Solar  LLC",1,41.5294,-87.3083,"Solar"
"United States of America","Holdrege Solar Center",4,40.8247,-96.8203,"Solar"
"United States of America","Holland Solar",3,40.5997,-75.1086,"Solar"
"United States of America","Hollister Solar LLC",1.5,36.8625,-121.4289,"Solar"
"United States of America","Holliston Solar",1,42.1696,-71.4682,"Solar"
"United States of America","Holstein Plant",20,34.7742,-79.3408,"Solar"
"United States of America","Holtsville Solar Project",1.2,40.7977,-73.034,"Solar"
"United States of America","Holyoke Solar Cooperative at Mueller",2.7,42.1909,-72.6824,"Solar"
"United States of America","Hood Farm Solar  LLC",4.9,35.205,-77.497,"Solar"
"United States of America","Hooper Solar",52,37.6919,-105.9908,"Solar"
"United States of America","Horn",1.5,34.7089,-118.2742,"Solar"
"United States of America","Houghton",2.6,42.4267,-78.1566,"Solar"
"United States of America","Howell Midland Farm  LLC",4.9,35.2257,-80.5431,"Solar"
"United States of America","Howell Solar",7,40.147,-74.1675,"Solar"
"United States of America","Hunt Farm Solar",3,42.5537,-72.2997,"Solar"
"United States of America","Hunt Road Solar",4.5,42.8298,-70.9602,"Solar"
"United States of America","Huron Solar Station",20,36.1814,-120.0306,"Solar"
"United States of America","Husky Solar",5,36.2847,-79.5667,"Solar"
"United States of America","Hutchinson Farm",5,35.2608,-81.5158,"Solar"
"United States of America","Hwy 14 Holdco Solar CSG",5,44.0218,-92.5922,"Solar"
"United States of America","Hyder II",14,33.027,-113.3489,"Solar"
"United States of America","Hyder Solar",22,33.0257,-113.344,"Solar"
"United States of America","Hyline Solar Center  LLC",9,44.1513,-117.0001,"Solar"
"United States of America","ID Solar",40,43.444,-116.333,"Solar"
"United States of America","IFF Hazlet Ground",3,40.4382,-74.1601,"Solar"
"United States of America","IGS Solar I - BWI2",1.4,39.267,-76.548,"Solar"
"United States of America","IGS Solar I - BWI5",1.1,39.27,-76.548,"Solar"
"United States of America","IGS Solar I - EWR5",1.9,40.582,-74.255,"Solar"
"United States of America","IGS Solar I - EWR6",1.9,40.583,-74.257,"Solar"
"United States of America","IKEA College Park 411",1,39.021,-76.926,"Solar"
"United States of America","IKEA Conshohocken Rooftop PV System",1,40.0952,-75.3064,"Solar"
"United States of America","IKEA Grand Prairie Rooftop PV System",1.2,32.82,-97.05,"Solar"
"United States of America","IKEA Jacksonville Rooftop PV System",1.4,30.23,-81.51,"Solar"
"United States of America","IKEA Joliet Rooftop PV System",2,41.48,-88.07,"Solar"
"United States of America","IKEA Las Vegas 462",1,36.0689,-115.2808,"Solar"
"United States of America","IKEA Memphis 508",1.1,35.19,-89.7993,"Solar"
"United States of America","IKEA Miami 327",1,25.7915,-80.3838,"Solar"
"United States of America","IKEA New Haven Rooftop PV &  Fuel Cell",1.1,41.2957,-72.92,"Solar"
"United States of America","IKEA Perryville 460",2.1,39.5608,-76.0553,"Solar"
"United States of America","IKEA Round Rock 027",1.4,30.557,-97.6903,"Solar"
"United States of America","IKEA Savannah 490",1.2,32.1775,-81.1738,"Solar"
"United States of America","IKEA St. Louis 410",1,38.635,-90.2455,"Solar"
"United States of America","IKEA Tampa 042",1,27.9539,-82.4325,"Solar"
"United States of America","IKEA Tejon 345",1.5,34.9753,-118.9469,"Solar"
"United States of America","IKEA Westhampton 061",1.8,40.0139,-74.8536,"Solar"
"United States of America","ILR Landfill",7.7,40.4705,-74.3836,"Solar"
"United States of America","IMPA Anderson Solar Park",5,40.0516,-85.7371,"Solar"
"United States of America","IMPA Anderson Solar Park 2",8.1,40.1383,-85.6909,"Solar"
"United States of America","IMPA Crawfordsville Solar Park",3,40.0531,-86.8872,"Solar"
"United States of America","IMPA Frankton Solar Park",1,40.2164,-85.7747,"Solar"
"United States of America","IMPA Huntingburg Solar Park",2,38.3196,-86.9681,"Solar"
"United States of America","IMPA Pendleton Solar Park",2,39.9886,-85.7709,"Solar"
"United States of America","IMPA Peru Solar Park",3,40.7678,-86.0456,"Solar"
"United States of America","IMPA Rensselaer Solar Park",1,40.9461,-87.1364,"Solar"
"United States of America","IMPA Richmond Solar Park",1,39.8011,-84.895,"Solar"
"United States of America","IMPA Tell City Solar Park",1,37.9461,-86.7375,"Solar"
"United States of America","IMPA Washington Solar Park",4,38.6535,-87.2092,"Solar"
"United States of America","IND Solar Farm (Phase IIA)",7.5,39.6947,-86.3217,"Solar"
"United States of America","IND Solar Farm 1st Phase",10,39.6952,-86.3155,"Solar"
"United States of America","INDY III",2.5,39.723,-86.3145,"Solar"
"United States of America","IOS - ERW9",5.3,40.595,-74.225,"Solar"
"United States of America","IOS - MEW Phase 1",4.1,44.804,-69.838,"Solar"
"United States of America","IRE Solar I  LLC",1,44.3,-75.5,"Solar"
"United States of America","ISH Solar Central  LLC",1.4,40.2675,-74.2786,"Solar"
"United States of America","ISH Solar Hospital Downey",1.1,33.9217,-118.1244,"Solar"
"United States of America","ISH Solar Hospital SDMC",1.1,32.7917,-117.0953,"Solar"
"United States of America","IVC Solar",3,32.8319,-115.5066,"Solar"
"United States of America","Imclone Solar Electric Facility",8,40.555,-74.7094,"Solar"
"United States of America","Imperial Solar Energy Center South",128.9,32.6633,-115.6583,"Solar"
"United States of America","Imperial Solar Energy Center West",148.7,32.7722,-115.7793,"Solar"
"United States of America","Imperial Valley Solar  LLC",199.9,32.6711,-115.5873,"Solar"
"United States of America","Imperial Valley Solar Co (IVSC) 2  LLC",20,33.2522,-115.4975,"Solar"
"United States of America","Imperial Valley Solar Company 1 LLC",23,33.2458,-115.4967,"Solar"
"United States of America","Improvement Dst No. 4",1.1,35.4028,-119.0386,"Solar"
"United States of America","Independence Solar Farm",3,39.1171,-94.2882,"Solar"
"United States of America","Indian Hill Solar LLC",1.4,42.2008,-72.3222,"Solar"
"United States of America","Indian Orchard PV Facility",2.3,42.1514,-72.4989,"Solar"
"United States of America","Indianapolis Motor Speedway Solar PV",9,39.79,-86.2336,"Solar"
"United States of America","Industry MetroLink PV 1",1.5,34.0087,-117.8456,"Solar"
"United States of America","Industry Solar Power Generation Station 1 LLC",1.5,34.5531,-117.4569,"Solar"
"United States of America","Indy Grocers",1,39.7379,-86.2377,"Solar"
